"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5(3)(a)C","5(3)(a)S","5(3)(b)","5(4)(a)","5(4)(b)","5(5)(b)","5(6)","5(7)","7(1)(b&c)","7(3)","8(2)","10(2)(a)Q","10(2)(a)T","10(2)(b)","11(2)","11(2)F","12(2)","12(2)C","12(2)E","12(A)","13(4)","13(5)","14","16(2)","21(3)","25B(5)","27","29"
"India","Latvia","Amended by MLI","2017","2020","In Force","0.53","0.5","0.58","0.5","0.56","9","YES","6","YES","YES","YES","NO","YES","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","YES","PPT"
"India","Lithuania","Amended by MLI","2017","2019","In Force","0.57","0.5","0.83","0.38","0.62","9","YES","6","NO","NO","YES","NO","YES","NO","NO","NO","5","10","15","10","10","10","10","10","10","NO","YES","YES","NO","YES","NO","YES","PPT"
"India","Luxembourg","Amended by MLI","2017","2019","In Force","0.69","0.5","0.95","0.63","0.79","9","YES","6","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","PPT"
"India","Malaysia","Amended by MLI","2018","2021","In Force","0.67","0.44","0.95","0.63","0.79","9","YES","3","NO","NO","YES","YES","YES","NO","YES","NO","5","","5","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","PPT"
"India","Malta","Amended by MLI","2017","2019","In Force","0.66","0.5","0.97","0.5","0.76","6","YES","3","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","NO","PPT"
"India","Netherlands","Amended by MLI","2017","2019","In Force","0.67","0.84","0.59","0.57","0.63","6","NO","NO","NO","NO","YES","NO","YES","NO","YES","YES","15","","15","15","10","20","20","20","20","YES","NO","YES","NO","","NO","NO","PPT"
"India","New Zealand","Amended by MLI","2017","2019","In Force","0.68","0.69","0.72","0.63","0.71","6","YES","NO","NO","NO","YES","NO","YES","YES","NO","NO","15","","15","10","10","10","10","10","30","YES","YES","YES","NO","YES","NO","YES","PPT"
"India","Norway","Amended by MLI","2017","2019","In Force","0.66","0.5","0.98","0.5","0.76","3","YES","6","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","10","NO","YES","YES","NO","YES","NO","YES","PPT"
"India","Poland","Amended by MLI","2017","2019","In Force","0.82","0.63","0.84","1","0.94","6","YES","6","NO","NO","YES","NO","YES","YES","YES","YES","10","","10","10","10","15","15","15","15","YES","YES","YES","YES","YES","NO","YES","PPT"
"India","Portugal","Amended by MLI","2017","2020","In Force","0.45","0.53","0.33","0.5","0.44","9","YES","NO","YES","YES","YES","NO","NO","YES","NO","NO","10","25","15","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","YES","PPT"
"India","Qatar","Amended by MLI","2018","2020","In Force","0.52","0.47","0.59","0.5","0.59","6","YES","NO","YES","YES","YES","YES","YES","NO","NO","NO","5","10","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","PPT"
"India","Russia","Amended by MLI","2017","2019","In Force","0.56","0.5","0.69","0.5","0.59","12","YES","NO","NO","NO","YES","NO","YES","NO","NO","YES","10","","10","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","NO","LOB-PPT"
"India","Saudi Arabia","Amended by MLI","2018","2020","In Force","0.59","0.31","0.97","0.5","0.71","6","YES","6","NO","NO","YES","YES","YES","NO","YES","NO","5","","5","10","10","10","10","10","0","YES","YES","YES","NO","NO","NO","NO","PPT"
"India","Serbia","Amended by MLI","2017","2019","In Force","0.6","0.5","0.81","0.5","0.65","12","YES","NO","NO","NO","YES","YES","YES","NO","YES","NO","5","25","15","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","NO","PPT"
"India","Singapore","Amended by MLI","2017","2019","In Force","0.59","0.56","0.84","0.38","0.65","6","YES","3","NO","NO","YES","NO","YES","NO","NO","NO","10","25","15","15","10","10","10","10","10","NO","YES","YES","NO","YES","NO","NO","PPT"
"India","Slovakia","Amended by MLI","2017","2019","In Force","0.83","0.91","0.72","0.88","0.82","6","YES","NO","NO","NO","YES","NO","YES","YES","YES","NO","15","25","25","15","15","30","30","30","30","YES","YES","YES","YES","YES","NO","NO","LOB-PPT"
"India","Slovenia","Amended by MLI","2017","2019","In Force","0.44","0.5","0.44","0.38","0.41","12","NO","NO","YES","YES","YES","YES","YES","NO","NO","NO","5","10","15","10","10","10","10","10","10","YES","YES","YES","NO","NO","NO","YES","PPT"
"India","Sweden","Amended by MLI","2017","2019","In Force","0.45","0.5","0.59","0.25","0.47","6","YES","NO","YES","YES","YES","YES","YES","NO","NO","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","NO","NO","NO","YES","PPT"
"India","Ukraine","Amended by MLI","2018","2019","In Force","0.58","0.53","0.72","0.5","0.65","6","YES","NO","NO","NO","YES","NO","YES","NO","NO","NO","10","25","15","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","PPT"
"India","United Arab Emirates","Amended by MLI","2018","2019","In Force","0.31","0.36","0.45","0.13","0.26","9","YES","9","YES","YES","NO","NO","YES","NO","NO","NO","5","10","15","12.5","5","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"India","United Kingdom","Amended by MLI","2017","2019","In Force","0.63","0.66","0.84","0.38","0.65","6","YES","3","NO","NO","YES","NO","YES","NO","NO","NO","10","","10","15","10","15","15","15","15","YES","YES","YES","NO","NO","NO","YES","PPT"
"India","Uruguay","Amended by MLI","2017","2020","In Force","0.64","0.44","0.97","0.5","0.76","6","YES","3","NO","NO","YES","YES","YES","NO","NO","NO","5","","5","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","YES","LOB-PPT"
"Indonesia","Mongolia","Original","1996","null","In Force","0.57","0.38","0.97","0.38","0.65","6","YES","3","NO","NO","YES","YES","YES","YES","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Papua New Guinea","Original","2010","2015","In Force","0.64","0.56","0.85","0.5","0.71","4","YES","4","NO","NO","YES","NO","YES","YES","YES","NO","15","","15","10","10","10","10","10","10","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Philippines","Original","1993","1995","In Force","0.78","0.59","0.98","0.75","0.82","3","YES","3","NO","NO","YES","YES","YES","YES","YES","YES","15","25","20","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Indonesia","Sri Lanka","Original","1993","1995","In Force","0.75","0.56","0.98","0.71","0.81","3","YES","3","NO","NO","YES","YES","YES","YES","YES","YES","15","","15","15","15","15","15","15","0","NO","NO","YES","YES","","NO","NO","NA"
"Indonesia","Sudan","Original","1998","null","In Force","0.59","0.44","0.97","0.38","0.65","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","15","15","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","Vietnam","Original","1997","2000","In Force","0.76","0.56","0.97","0.75","0.82","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","15","","15","15","15","15","15","15","0","YES","YES","YES","NO","YES","NO","YES","NA"
"Indonesia","Norway","Original","1988","1991","In Force","0.68","0.46","0.97","0.63","0.76","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","15","","15","10","10","10","15","10","0","NO","YES","YES","NO","YES","NO","NO","NA"
"Indonesia","Italy","Original","1990","1996","In Force","0.6","0.45","0.97","0.38","0.65","6","YES","3","NO","NO","YES","YES","YES","YES","NO","NO","10","25","15","10","10","15","15","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Tunisia","Original","1992","1994","In Force","0.68","0.68","0.86","0.5","0.71","3","YES","3","NO","NO","YES","YES","NO","YES","YES","NO","12","","12","12","12","15","15","15","15","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Taiwan","Original","1995","1996","In Force","0.45","0.38","0.72","0.25","0.47","6","YES","4","NO","NO","YES","NO","NO","YES","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Algeria","Indonesia","Original","1995","2001","In Force","0.68","0.56","0.98","0.5","0.71","3","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","15","","15","15","15","15","15","15","0","NO","NO","YES","NO","YES","NO","YES","NA"
"Indonesia","Spain","Original","1995","2000","In Force","0.58","0.41","0.84","0.5","0.65","6","YES","3","NO","YES","YES","YES","YES","YES","YES","NO","10","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Ukraine","Original","1996","1999","In Force","0.58","0.41","0.84","0.5","0.65","6","YES","4","NO","NO","YES","NO","YES","YES","YES","NO","10","20","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","Romania","Original","1996","2000","In Force","0.7","0.49","0.97","0.63","0.76","6","YES","4","NO","NO","YES","YES","YES","YES","YES","YES","12.5","25","15","12.5","12.5","12.5","15","12.5","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Uzbekistan","Original","1996","1999","In Force","0.57","0.38","0.84","0.5","0.65","6","YES","3","NO","NO","NO","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Jordan","Original","1996","1999","In Force","0.69","0.38","0.97","0.71","0.81","6","YES","1","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","","YES","YES","NO","YES","NO","YES","NA"
"Indonesia","Turkey","Original","1997","2001","In Force","0.5","0.41","0.72","0.38","0.53","6","YES","6","NO","NO","YES","NO","NO","NO","YES","NO","10","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Venezuela","Original","1997","2001","In Force","0.75","0.66","0.84","0.75","0.82","6","YES","NO","NO","NO","YES","YES","YES","YES","YES","NO","10","10","15","10","10","20","20","20","10","YES","YES","YES","NO","YES","NO","YES","NA"
"Indonesia","Kuwait","Original","1997","1998","In Force","0.6","0.44","0.98","0.38","0.65","3","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","5","5","20","20","20","0","NO","NO","YES","NO","NO","NO","","NA"
"Indonesia","Syria","Original","1997","1999","In Force","0.52","0.48","0.84","0.25","0.53","6","YES","6","NO","NO","YES","NO","YES","YES","NO","NO","10","","10","10","10","20","15","20","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","South Africa","Original","1997","1999","In Force","0.46","0.41","0.59","0.38","0.47","6","YES","4","NO","NO","NO","NO","NO","YES","NO","NO","10","10","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Seychelles","Original","1999","2001","In Force","0.49","0.38","0.84","0.25","0.53","6","YES","3","NO","NO","YES","NO","YES","NO","YES","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","Thailand","Original","2001","2004","In Force","0.74","0.63","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","YES","YES","YES","20","","20","15","15","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Indonesia","North Korea","Original","2002","2005","In Force","0.54","0.38","0.81","0.43","0.56","12","YES","6","NO","NO","NO","YES","YES","NO","YES","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","","NO","NO","NA"
"Indonesia","Suriname","Original","2003","2014","In Force","0.64","0.56","0.97","0.38","0.65","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","15","","15","15","15","15","15","15","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Indonesia","Tajikistan","Original","2003","2020","In Force","0.61","0.38","0.97","0.5","0.71","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Indonesia","Iran","Original","2004","2011","In Force","0.53","0.36","0.72","0.5","0.59","6","YES","6","NO","NO","NO","NO","YES","YES","NO","NO","7","","7","10","10","12","12","12","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Armenia","Indonesia","Original","2005","2017","In Force","0.63","0.41","0.97","0.5","0.71","6","YES","4","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","YES","NA"
"Indonesia","Morocco","Original","2008","2013","In Force","0.64","0.38","0.97","0.57","0.75","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","","NO","NO","NA"
"Indonesia","Laos","Original","2011","2017","In Force","0.67","0.41","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","10","10","15","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Indonesia","United States","Amended by protocol","1996","1997","In Force","0.61","0.41","0.85","0.57","0.69","4","YES","4","NO","NO","YES","YES","NO","YES","YES","NO","10","25","15","10","10","10","10","10","0","NO","NO","YES","","YES","NO","YES","NA"
"Indonesia","Switzerland","Amended by protocol","2007","2009","In Force","0.53","0.47","0.84","0.29","0.63","6","YES","NO","NO","NO","YES","YES","YES","NO","NO","YES","10","25","15","10","10","10","10","10","5","NO","NO","YES","NO","","NO","NO","NA"
"Indonesia","Mexico","Amended by protocol","2013","2019","In Force","0.7","0.38","0.97","0.75","0.82","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","0","YES","YES","YES","NO","YES","YES","NO","NA"
"Indonesia","Japan","Amended by MLI","2017","2020","In Force","0.54","0.41","0.97","0.25","0.59","6","YES","6","NO","NO","YES","YES","YES","NO","NO","NO","10","25","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","Luxembourg","Amended by MLI","2017","2020","In Force","0.64","0.56","0.85","0.5","0.71","5","YES","NO","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","10","10","12.5","12.5","12.5","10","NO","NO","YES","NO","YES","NO","NO","PPT"
"Indonesia","Malaysia","Amended by MLI","2018","2021","In Force","0.64","0.56","0.84","0.5","0.65","6","YES","3","NO","NO","YES","NO","YES","NO","NO","YES","15","","15","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Indonesia","Netherlands","Amended by MLI","2017","2020","In Force","0.65","0.34","0.97","0.63","0.76","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","5","25","15","10","5","10","10","10","0","YES","YES","YES","NO","NO","NO","YES","PPT"
"Indonesia","New Zealand","Amended by MLI","2017","2020","In Force","0.61","0.5","0.84","0.5","0.65","6","YES","3","NO","NO","YES","NO","YES","YES","NO","NO","15","","15","10","10","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Indonesia","Singapore","Amended by MLI","2017","2020","In Force","0.65","0.47","0.97","0.5","0.73","6","YES","3","NO","NO","YES","YES","YES","NO","NO","YES","10","25","15","10","10","15","15","15","0","","","YES","NO","YES","NO","NO","PPT"
"Indonesia","South Korea","Amended by MLI","2017","2020","In Force","0.6","0.47","0.97","0.38","0.65","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","10","10","15","15","15","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","United Kingdom","Amended by MLI","2017","2020","In Force","0.52","0.45","0.97","0.14","0.56","6","YES","3","NO","NO","YES","YES","YES","NO","NO","NO","10","15","15","10","10","15","15","10","0","NO","NO","YES","NO","","NO","NO","PPT"
"Indonesia","United Arab Emirates","Amended by MLI","2018","2020","In Force","0.45","0.25","0.84","0.25","0.53","6","YES","6","NO","NO","YES","NO","YES","YES","NO","NO","10","","10","5","5","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","Poland","Amended by MLI","2017","2020","In Force","0.69","0.47","0.97","0.63","0.76","6","YES","4","NO","NO","YES","YES","YES","YES","YES","NO","10","20","15","10","10","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Indonesia","Qatar","Amended by MLI","2018","2020","In Force","0.64","0.31","0.97","0.63","0.76","6","YES","6","NO","NO","YES","YES","YES","YES","NO","YES","10","","10","10","10","5","5","5","0","NO","NO","YES","YES","YES","NO","NO","PPT"
"Indonesia","Slovakia","Amended by MLI","2017","2020","In Force","0.55","0.44","0.84","0.38","0.59","6","YES","3","NO","NO","YES","NO","YES","YES","NO","NO","10","","10","10","10","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","Pakistan","Amended by MLI","2017","2021","In Force","0.78","0.72","0.86","0.75","0.82","3","YES","NO","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","15","15","15","15","15","15","YES","NO","YES","YES","YES","NO","NO","PPT"
"Indonesia","Portugal","Amended by MLI","2017","2020","In Force","0.36","0.38","0.34","0.38","0.35","6","YES","6","YES","YES","NO","NO","NO","NO","YES","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","Russia","Amended by MLI","2017","2020","In Force","0.77","0.56","0.98","0.75","0.82","3","YES","0","NO","NO","YES","YES","YES","YES","YES","YES","15","","15","15","15","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","PPT"
"Indonesia","Serbia","Amended by MLI","2017","2020","In Force","0.61","0.5","0.97","0.38","0.65","6","YES","6","NO","NO","YES","YES","YES","NO","YES","NO","15","","15","10","10","15","15","15","0","YES","NO","YES","NO","NO","NO","NO","PPT"
"Indonesia","Sweden","Amended by MLI","2017","2020","In Force","0.68","0.45","0.97","0.63","0.76","6","YES","3","NO","NO","YES","YES","YES","YES","YES","NO","10","25","15","10","10","15","15","10","0","NO","NO","YES","YES","YES","NO","NO","PPT"
"Iran","Kenya","Original","2012","2018","In Force","0.5","0.31","0.81","0.38","0.53","12","YES","6","NO","NO","YES","NO","YES","NO","NO","NO","5","","5","10","10","10","10","10","0","YES","NO","YES","YES","NO","NO","NO","NA"
"Iran","Pakistan","Original","1999","2005","In Force","0.33","0.31","0.31","0.38","0.29","12","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","","5","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Iran","Sri Lanka","Original","2000","2002","In Force","0.54","0.35","0.69","0.57","0.56","12","YES","NO","NO","NO","YES","NO","YES","YES","NO","YES","10","","10","10","10","8","8","8","0","YES","NO","YES","NO","","NO","NO","NA"
"Iran","Sudan","Original","2004","2010","In Force","0.35","0.24","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","5","20","10","7","7","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Armenia","Iran","Original","1995","1998","In Force","0.47","0.34","0.56","0.5","0.47","12","YES","NO","NO","NO","NO","NO","YES","YES","NO","NO","10","25","15","10","10","5","5","5","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Iran","Turkmenistan","Original","1995","2000","In Force","0.5","0.31","0.81","0.38","0.53","12","YES","12","NO","NO","NO","YES","YES","NO","NO","NO","10","","10","10","10","5","5","5","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Iran","Kazakhstan","Original","1996","2000","In Force","0.52","0.38","0.69","0.5","0.53","12","YES","12","NO","NO","NO","NO","YES","YES","NO","NO","5","20","15","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Iran","Ukraine","Original","1996","2002","In Force","0.4","0.38","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Iran","Syria","Original","1996","2002","In Force","0.41","0.43","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","7","","7","10","10","17","17","17","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Georgia","Iran","Original","1996","2002","In Force","0.36","0.28","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","5","25","10","10","10","5","5","5","0","YES","NO","YES","NO","NO","NO","YES","NA"
"Iran","South Africa","Original","1997","1999","In Force","0.46","0.31","0.69","0.38","0.47","12","YES","6","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","5","5","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Iran","Russia","Original","1998","2003","In Force","0.19","0.25","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","7.5","7.5","5","5","5","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Iran","Lebanon","Original","1998","2001","In Force","0.24","0.19","0.28","0.25","0.24","18","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","","5","5","5","5","5","5","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Iran","Tajikistan","Original","1998","2013","In Force","0.41","0.35","0.5","0.38","0.41","24","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","10","10","8","8","8","0","YES","NO","YES","NO","YES","NO","YES","NA"
"Iran","North Macedonia","Original","2000","2014","In Force","0.31","0.38","0.31","0.25","0.24","12","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Qatar","Original","2000","2011","In Force","0.32","0.27","0.44","0.25","0.29","12","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","5","20","7.5","10","10","5","5","5","0","NO","NO","YES","YES","NO","NO","NO","NA"
"Iran","Tunisia","Original","2001","2006","In Force","0.52","0.35","0.84","0.38","0.59","6","YES","NO","NO","NO","YES","YES","YES","NO","YES","NO","10","","10","10","10","8","8","8","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Romania","Original","2001","2008","In Force","0.39","0.35","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","8","8","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Uzbekistan","Original","2002","2005","In Force","0.37","0.29","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","8","","8","10","10","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Turkey","Original","2002","2006","In Force","0.35","0.47","0.47","0.13","0.29","6","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","15","25","20","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Iran","Switzerland","Original","2002","2004","In Force","0.27","0.25","0.31","0.25","0.24","12","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","5","15","15","10","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Jordan","Original","2003","2009","In Force","0.48","0.27","0.69","0.5","0.53","12","YES","6","NO","NO","NO","NO","YES","YES","NO","NO","5","25","7.5","5","5","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Iran","Spain","Original","2003","2007","In Force","0.21","0.2","0.19","0.25","0.18","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","20","10","7.5","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Oman","Original","2004","2010","In Force","0.4","0.38","0.69","0.13","0.35","12","YES","NO","NO","NO","YES","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Iran","Montenegro","Pre-independence","2004","2012","In Force","0.4","0.38","0.56","0.25","0.35","12","YES","NO","NO","NO","YES","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Serbia","Pre-independence","2004","2012","In Force","0.4","0.38","0.56","0.25","0.35","12","YES","NO","NO","NO","YES","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Venezuela","Original","2005","2008","In Force","0.33","0.19","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","5","15","10","5","0","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","South Korea","Original","2006","2010","In Force","0.4","0.38","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","10","","10","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Kuwait","Original","2008","2011","In Force","0.34","0.19","0.58","0.25","0.38","9","YES","NO","NO","NO","NO","NO","YES","NO","YES","NO","5","","5","5","5","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Algeria","Iran","Original","2008","2011","In Force","0.33","0.19","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","5","","5","5","5","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Slovenia","Original","2011","2015","In Force","0.35","0.21","0.58","0.25","0.38","9","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","7","","7","5","5","5","5","5","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Vietnam","Original","2014","2016","In Force","0.61","0.48","0.72","0.63","0.71","6","YES","6","NO","NO","NO","NO","YES","YES","NO","NO","10","","10","10","10","10","10","10","8","YES","YES","YES","NO","YES","NO","NO","NA"
"Cyprus","Iran","Original","2015","2018","In Force","0.35","0.23","0.56","0.25","0.35","12","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","5","25","10","5","5","6","6","6","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Iran","Slovakia","Original","2016","2019","In Force","0.31","0.22","0.59","0.13","0.35","6","YES","6","NO","NO","NO","NO","NO","NO","NO","NO","5","","5","5","5","7.5","7.5","7.5","0","YES","NO","NO","NO","NO","NO","NO","OTHER"
"Iran","Malaysia","Amended by protocol","2002","2002","In Force","0.43","0.44","0.72","0.13","0.47","6","YES","NO","NO","NO","YES","NO","YES","NO","NO","NO","0","","0","15","15","10","10","10","10","NO","NO","NO","NO","YES","NO","NO","NA"
"Iran","Kyrgyzstan","Amended by protocol","2003","2006","In Force","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iran","Poland","Amended by protocol","2004","2007","In Force","0.35","0.34","0.33","0.38","0.32","9","YES","NO","YES","YES","NO","NO","YES","NO","NO","NO","7","","7","10","10","10","10","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Ireland","Vietnam","Original","2008","2009","In Force","0.68","0.44","0.97","0.63","0.82","6","YES","6","NO","NO","YES","YES","YES","YES","YES","NO","5","70","10","10","10","15","15","0","7.5","YES","NO","YES","NO","YES","NO","NO","NA"
"Ireland","Mexico","Original","1998","1999","In Force","0.47","0.31","0.47","0.63","0.53","6","YES","NO","YES","YES","NO","YES","YES","NO","YES","NO","5","10","10","10","5","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Ireland","North Macedonia","Original","2008","2010","In Force","0.09","0.09","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","0","0","0","0","0","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Ireland","Moldova","Original","2009","2011","In Force","0.22","0.19","0.34","0.13","0.24","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","5","0","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Ireland","Morocco","Original","2010","2012","In Force","0.56","0.48","0.59","0.63","0.65","6","YES","6","YES","YES","NO","YES","YES","NO","YES","NO","6","25","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","NO","NA"
